network,station id,start_date,end_date, lat,lon,elev,element,state,county,basin,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,918,10/1/1968,1/1/2100,48.98,-115.82,4250,Snow Water Equivalent,MT,Lincoln,Upper West Fork Yaak River,Garver Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=918,15A05S  ,GVRM8,8
snotel,500,1/1/1971,1/1/2100,48.91,-114.77,4300,Snow Water Equivalent,MT,Flathead,Upper Grave Creek,Grave Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=500,14A11S  ,GRCM8,8
snotel,510,10/1/1976,1/1/2100,48.31,-114.84,5035,Snow Water Equivalent,MT,Flathead,Squaw Meadows Creek,Hand Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=510,14A14S  ,HANM8,8
snotel,516,10/1/1968,1/1/2100,48.97,-115.95,6450,Snow Water Equivalent,MT,Lincoln,South Fork Hawkins Creek-Hawkins Creek,Hawkins Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=516,15A03S  ,HAWM8,8
snotel,530,10/1/1966,1/1/2100,46.98,-115.03,6050,Snow Water Equivalent,MT,Mineral,Upper Trout Creek,Hoodoo Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=530,15C10S  ,HOOM8,8
snotel,1287,9/27/2018,1/1/2100,44.78,-113.12,8800,Snow Water Equivalent,MT,Beaverhead,Dad Creek-Medicine Lodge Creek,JL Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1287,        ,JLMM8,8
snotel,562,10/1/1979,1/1/2100,47.43,-113.78,4750,Snow Water Equivalent,MT,Missoula,Kraft Creek,Kraft Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=562,13B22S  ,KRCM8,8
snotel,568,10/1/1978,1/1/2100,44.59,-111.82,7400,Snow Water Equivalent,MT,Beaverhead,Odell Creek,Lakeview Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=568,11E03S  ,LVRM8,8
snotel,576,1/1/1971,1/1/2100,44.99,-113.44,8100,Snow Water Equivalent,MT,Beaverhead,Trail Creek,Lemhi Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=576,13E23S  ,LMHM8,8
snotel,578,10/1/1963,1/1/2100,45.5,-110.97,6860,Snow Water Equivalent,MT,Gallatin,Upper Hyalite Creek,Lick Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=578,10D13S  ,LCKM8,8
snotel,590,10/1/1988,1/1/2100,45.27,-111.43,8880,Snow Water Equivalent,MT,Madison,South Fork West Fork Gallatin River,Lone Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=590,11D19S  ,BSKM8,8
snotel,603,10/1/1979,1/1/2100,45.51,-111.92,7900,Snow Water Equivalent,MT,Madison,Upper North Meadow Creek,Lower Twin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=603,11D11S  ,LWTM8,8
snotel,604,10/1/1970,1/1/2100,46.88,-113.32,4680,Snow Water Equivalent,MT,Missoula,Placid Lake,Lubrecht Flume,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=604,13C38S  ,LUBM8,8
snotel,609,10/1/1967,1/1/2100,44.59,-111.12,7750,Snow Water Equivalent,MT,Gallatin,Middle South Fork Madison River,Madison Plateau,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=609,11E31S  ,MPLM8,8
snotel,613,10/1/1976,1/1/2100,48.8,-113.67,4900,Snow Water Equivalent,MT,Glacier,Swiftcurrent Lake,Many Glacier,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=613,13A27S  ,MANM8,8
snotel,635,10/1/1979,1/1/2100,45.22,-110.24,8850,Snow Water Equivalent,MT,Park,Headwaters Boulder River,Monument Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=635,10D12S  ,MNPM8,8
snotel,646,10/1/1984,1/1/2100,47.68,-113.96,6780,Snow Water Equivalent,MT,Lake,Polson,Moss Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=646,13B24S  ,MSPM8,8
snotel,649,10/1/1968,1/1/2100,47.92,-112.82,6400,Snow Water Equivalent,MT,Teton,Middle North Fork Teton River,Mount Lockhart,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=649,12B12S  ,MTKM8,8
snotel,656,10/1/1979,1/1/2100,45.41,-112.96,8300,Snow Water Equivalent,MT,Beaverhead,Birch Creek,Mule Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=656,12D11S  ,MULM8,8
snotel,657,10/1/1967,1/1/2100,46.87,-113.28,6250,Snow Water Equivalent,MT,Powell,Placid Lake,N Fk Elk Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=657,13C31S  ,NFEM8,8
snotel,903,10/1/1993,1/1/2100,46.84,-112.51,7020,Snow Water Equivalent,MT,Lewis And Clark,Poorman Creek,Nevada Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=903,12C22S  ,NVRM8,8
snotel,662,10/1/1976,1/1/2100,45.73,-114.48,5650,Snow Water Equivalent,MT,Ravalli,Nez Pierce Fork-Nelson Lake,Nez Perce Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=662,14D02S  ,NZCM8,8
snotel,664,1/1/1971,1/1/2100,48.16,-113.95,6040,Snow Water Equivalent,MT,Flathead,Lower Ashley Creek,Noisy Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=664,13A25S  ,NOIM8,8
snotel,667,10/1/1988,1/1/2100,47.27,-113.76,6330,Snow Water Equivalent,MT,Missoula,Middle Fork Jocko River,North Fork Jocko,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=667,13B07S  ,NFJM8,8
snotel,670,10/1/1966,1/1/2100,45.01,-110.01,7350,Snow Water Equivalent,MT,Yellowstone National Park,Cold Creek,Northeast Entrance,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=670,10D07S  ,NORM8,8
snotel,1008,10/1/1993,1/1/2100,46.91,-110.85,7410,Snow Water Equivalent,MT,Meagher,Upper Tenderfoot Creek,Onion Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1008,10C22S  ,ONPM8,8
snotel,930,10/1/1970,1/1/2100,46.13,-113.31,7200,Snow Water Equivalent,MT,Granite,Silver Lake,Peterson Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=930,13C36S  ,PTNM8,8
snotel,690,10/1/1978,1/1/2100,46.58,-111.27,6650,Snow Water Equivalent,MT,Meagher,Upper Camas Creek,Pickfoot Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=690,11C02S  ,PCKM8,8
snotel,693,10/1/1976,1/1/2100,48.3,-113.33,5930,Snow Water Equivalent,MT,Pondera,Upper South Fork Two Medicine River,Pike Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=693,13A26S  ,PICM8,8
snotel,696,10/1/1979,1/1/2100,45.42,-110.09,8830,Snow Water Equivalent,MT,Sweet Grass,Upper East Boulder River,Placer Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=696,10D24S  ,PLCM8,8
snotel,932,10/1/1968,1/1/2100,48.13,-115.62,5100,Snow Water Equivalent,MT,Lincoln,Upper Libby Creek,Poorman Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=932,15A12S  ,PMNM8,8
snotel,700,10/1/1976,1/1/2100,46.11,-110.47,6500,Snow Water Equivalent,MT,Park,Porcupine Creek,Porcupine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=700,10C03S  ,PRPM8,8
snotel,722,10/1/1967,1/1/2100,46.36,-112.26,8000,Snow Water Equivalent,MT,Jefferson,Cataract Creek,Rocker Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=722,12C11S  ,RKPM8,8
snotel,917,10/1/1967,1/1/2100,48.17,-109.65,4700,Snow Water Equivalent,MT,Hill,Upper Beaver Creek,Rocky Boy,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=917,09A01S  ,ROCM8,8
snotel,725,10/1/1978,1/1/2100,46.09,-110.43,8100,Snow Water Equivalent,MT,Park,Bennett Creek-Shields River,S Fork Shields,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=725,10C08S  ,SFSM8,8
snotel,929,9/30/1999,1/1/2100,45.87,-110.93,6550,Snow Water Equivalent,MT,Gallatin,Upper Brackett Creek,Sacajawea,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=929,10D10S  ,SAJM8,8
snotel,727,10/1/1967,1/1/2100,45.69,-113.97,7940,Snow Water Equivalent,MT,Beaverhead,Camp Creek,Saddle Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=727,13D22S  ,SDMM8,8
snotel,753,10/1/1987,1/1/2100,44.98,-111.95,7000,Snow Water Equivalent,MT,Madison,Lazyman Creek-Ruby River,Short Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=753,11E39S  ,SHCM8,8
snotel,754,10/1/1965,1/1/2100,45.4,-110.96,8100,Snow Water Equivalent,MT,Gallatin,Upper Hyalite Creek,Shower Falls,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=754,10D16S  ,SHFM8,8
snotel,760,10/1/1976,1/1/2100,46.24,-113.77,7250,Snow Water Equivalent,MT,Granite,Middle West Fork Ross Creek,Skalkaho Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=760,13C03S  ,SKAM8,8
snotel,1286,9/14/2020,1/1/2100,45.37,-113.72,8620,Snow Water Equivalent,MT,Beaverhead,Big Swamp Creek,Slagamelt Lakes,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1286,        ,SLMM8,8
snotel,783,10/1/1989,1/1/2100,47.18,-114.33,6150,Snow Water Equivalent,MT,Sanders,East Fork Valley Creek,Sleeping Woman,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=783,14B05S  ,SQPM8,8
snotel,781,10/1/1966,1/1/2100,46.78,-110.62,8100,Snow Water Equivalent,MT,Judith Basin,Cleveland Creek,Spur Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=781,10C06S  ,SPRM8,8
snotel,787,1/1/1971,1/1/2100,48.91,-114.86,6030,Snow Water Equivalent,MT,Lincoln,Upper Grave Creek,Stahl Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=787,14A12S  ,STAM8,8
snotel,1009,10/1/1995,1/1/2100,46.93,-110.9,6550,Snow Water Equivalent,MT,Meagher,Upper Tenderfoot Creek,Stringer Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1009,10C23S  ,STCM8,8
snotel,901,7/26/1994,1/1/2100,47,-113.93,7400,Snow Water Equivalent,MT,Missoula,Lower Rattlesnake Creek,Stuart Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=901,13C01S  ,STTM8,8
snotel,813,10/1/1971,1/1/2100,44.79,-111.71,8000,Snow Water Equivalent,MT,Madison,Middle West Fork Madison River,Tepee Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=813,11E24S  ,TPEM8,8
snotel,893,10/1/1987,1/1/2100,46.35,-111.85,6880,Snow Water Equivalent,MT,Jefferson,Headwaters Crow Creek,Tizer Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=893,11C04S  ,TIBM8,8
snotel,835,10/1/1967,1/1/2100,46.14,-114.45,5600,Snow Water Equivalent,MT,Ravalli,Lost Horse Creek,Twelvemile Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=835,14C13S  ,TMCM8,8
snotel,836,10/1/1967,1/1/2100,46.14,-114.51,6400,Snow Water Equivalent,MT,Ravalli,Lost Horse Creek,Twin Lakes,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=836,14C12S  ,TWLM8,8
snotel,847,10/1/1968,1/1/2100,47.92,-112.79,5600,Snow Water Equivalent,MT,Teton,Middle North Fork Teton River,Waldron,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=847,12B13S  ,CHUM8,8
snotel,850,10/1/1977,1/1/2100,46.27,-113.16,7800,Snow Water Equivalent,MT,Granite,Headwaters Warm Springs Creek,Warm Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=850,13C43S  ,WRMM8,8
snotel,924,10/1/1966,1/1/2100,44.66,-111.09,6700,Snow Water Equivalent,MT,Gallatin,Lower South Fork Madison River,West Yellowstone,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=924,11E07S  ,WYSM8,8
snotel,858,10/1/1971,1/1/2100,44.61,-111.15,6800,Snow Water Equivalent,MT,Gallatin,Upper South Fork Madison River,Whiskey Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=858,11E30S  ,WSKM8,8
snotel,862,10/1/1973,1/1/2100,45.05,-109.91,8700,Snow Water Equivalent,MT,Park,Hoodoo Creek,White Mill,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=862,09D08S  ,WHTM8,8
snotel,876,10/1/1978,1/1/2100,47.45,-112.81,5960,Snow Water Equivalent,MT,Lewis And Clark,Wood Creek,Wood Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=876,12B17S  ,WODM8,8
snotel,316,10/1/1978,1/1/2100,36.51,-106.32,9300,Snow Water Equivalent,NM,Rio Arriba,Montoya Canyon-Canjilon Creek,Bateman,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=316,06N04S  ,BAMN5,8
snotel,394,10/1/1978,1/1/2100,36.96,-106.66,8400,Snow Water Equivalent,NM,Rio Arriba,Rio Chamita,Chamita,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=394,06N03S  ,CHAN5,8
snotel,921,10/1/1996,1/1/2100,35.7,-105.81,8210,Snow Water Equivalent,NM,Santa Fe,Headwaters Santa Fe River,Elk Cabin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=921,05P04S  ,ELCN5,8
snotel,486,10/1/1978,1/1/2100,33.74,-108.95,8000,Snow Water Equivalent,NM,Catron,Stone Creek-San Francisco River,Frisco Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=486,08S01S  ,FRDN5,8
snotel,491,10/1/1979,1/1/2100,36.19,-105.56,9800,Snow Water Equivalent,NM,Taos,Headwaters Rio Grande de Rancho,Gallegos Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=491,05N18S  ,GLGN5,8
snotel,1173,9/23/2016,1/1/2100,36.01,-106.55,10160,Snow Water Equivalent,NM,Rio Arriba,Headwaters San Antonio Creek,Garita Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1173,06N17S  ,GAPN5,8
snotel,532,10/1/1978,1/1/2100,36.72,-106.26,10000,Snow Water Equivalent,NM,Rio Arriba,Jarosa Creek-Rio Vallecitos,Hopewell,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=532,06N14S  ,HPWN5,8
snotel,595,10/1/1978,1/1/2100,33.36,-107.83,8500,Snow Water Equivalent,NM,Sierra,Taylor Creek,Lookout Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=595,07S04S  ,LKTN5,8
snotel,1048,9/25/2003,1/1/2100,33.01,-107.87,9240,Snow Water Equivalent,NM,Grant,Sheppard Canyon-Mimbres River,Mcknight Cabin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1048,07S03S  ,MCKN5,8
snotel,1138,5/12/2009,1/1/2100,36.18,-108.95,9050,Snow Water Equivalent,NM,San Juan,Whiskey Creek (Local Drainage),Navajo Whiskey Ck,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1138,08N03S  ,WCTN5,8
snotel,665,10/1/1978,1/1/2100,36.99,-105.26,10600,Snow Water Equivalent,NM,Taos,Casias Creek-Costillo Creek,North Costilla,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=665,05N16S  ,NCSN5,8
snotel,1170,8/9/2010,1/1/2100,36.41,-105.33,9350,Snow Water Equivalent,NM,Taos,Headwaters Rio Fernando del Taos,Palo,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1170,05N13S  ,TACN5,8
snotel,708,10/1/1979,1/1/2100,35.92,-106.39,9500,Snow Water Equivalent,NM,Los Alamos,Los Alamos Canyon,Quemazon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=708,06P01S  ,QMZN5,8
snotel,715,10/1/1978,1/1/2100,36.7,-105.34,9850,Snow Water Equivalent,NM,Colfax,Upper Red River,Red River Pass #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=715,05N11S  ,RRPN5,8
snotel,933,8/10/1998,1/1/2100,35.23,-108.27,8460,Snow Water Equivalent,NM,Cibola,Sawyer Creek,Rice Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=933,08P03S  ,RPRN5,8
snotel,1254,9/24/2013,1/1/2100,36.07,-105.63,10664,Snow Water Equivalent,NM,Taos,Outlet Rio Santa Barbara,Rio Santa Barbara,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1254,05N24S  ,SBAN5,8
snotel,1172,7/14/2011,1/1/2100,36.86,-106.23,9100,Snow Water Equivalent,NM,Rio Arriba,Canada Tio Grande-Rio San Antonio,San Antonio Sink,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1172,06N15S  ,SSCN5,8
snotel,922,10/1/1996,1/1/2100,35.77,-105.78,11445,Snow Water Equivalent,NM,Santa Fe,Headwaters Santa Fe River,Santa Fe,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=922,05P09S  ,SFSN5,8
snotel,744,10/1/1979,1/1/2100,36,-106.83,8600,Snow Water Equivalent,NM,Rio Arriba,Headwaters Rio de Las Vacas,Senorita Divide #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=744,06P10S  ,SENN5,8
snotel,1169,8/9/2010,1/1/2100,36.79,-105.24,10100,Snow Water Equivalent,NM,Colfax,Comanche Creek,Shuree,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1169,05N23S  ,SHUN5,8
snotel,1034,10/1/2002,1/1/2100,33.4,-105.79,10280,Snow Water Equivalent,NM,Lincoln,Upper Rio Ruidoso,Sierra Blanca,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1034,05R01S  ,SIEN5,8
snotel,755,10/1/1978,1/1/2100,32.92,-108.15,8360,Snow Water Equivalent,NM,Grant,Lake Roberts-Sapillo Creek,Signal Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=755,08T01S  ,SGNN5,8
snotel,757,10/1/1978,1/1/2100,33.37,-108.71,9000,Snow Water Equivalent,NM,Catron,Mineral Creek,Silver Creek Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=757,08S08S  ,SCDN5,8
snotel,1168,8/9/2010,1/1/2100,36.58,-105.46,11057,Snow Water Equivalent,NM,Taos,Headwaters Arroyo Hondo,Taos Powderhorn,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1168,05N14S  ,TABN5,8
snotel,1307,9/23/2021,1/1/2100,36.54,-105.36,11020,Snow Water Equivalent,NM,Colfax,La Junta Creek-Rio Pueblo de Taos,Taos Pueblo,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1307,        ,TPSN5,8
snotel,934,8/10/1998,1/1/2100,36.47,-105.19,10180,Snow Water Equivalent,NM,Colfax,Ute Creek-Cimarron River,Tolby,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=934,05N19S  ,TOLN5,8
snotel,1083,9/14/2006,1/1/2100,36.13,-105.53,8600,Snow Water Equivalent,NM,Taos,Osha Canyon-Rio Pueblo,Tres Ritos,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1083,05N04S  ,TREN5,8
snotel,1017,10/1/2001,1/1/2100,36.03,-106.81,9306,Snow Water Equivalent,NM,Rio Arriba,Headwaters Rio de Las Vacas,Vacas Locas,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1017,06N16S  ,VACN5,8
snotel,854,10/1/1988,1/1/2100,35.78,-105.54,11120,Snow Water Equivalent,NM,San Miguel,Porvenir Canyon-Gallinas Creek,Wesner Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=854,05P08S  ,WSSN5,8
snotel,321,10/1/1978,1/1/2100,41.83,-115.45,8040,Snow Water Equivalent,NV,Elko,West Fork Pine Creek-Jarbidge River,Bear Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=321,15H01S  ,BERN2,8
snotel,334,10/1/1979,1/1/2100,39.32,-114.62,9377,Snow Water Equivalent,NV,White Pine,Berry Creek,Berry Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=334,14K02S  ,BRCN2,8
snotel,336,10/1/1978,1/1/2100,41.76,-115.69,6898,Snow Water Equivalent,NV,Elko,Martin Creek,Big Bend,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=336,15H04S  ,BIGN2,8
snotel,337,10/1/1979,1/1/2100,39.29,-117.12,8685,Snow Water Equivalent,NV,Lander,Big Creek,Big Creek Sum,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=337,17K04S  ,BCSN2,8
snotel,340,10/1/1983,1/1/2100,39.45,-119.94,8235,Snow Water Equivalent,NV,Washoe,Hunter Creek-Truckee River,Big Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=340,19K08S  ,BMWN2,8
snotel,1155,7/26/2011,1/1/2100,39.46,-114.65,7537,Snow Water Equivalent,NV,White Pine,Timber Creek-Duck Creek,Bird Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1155,14K01S  ,BIRN2,8
snotel,1111,6/2/2008,1/1/2100,36.32,-115.7,8890,Snow Water Equivalent,NV,Clark,Lee Canyon,Bristlecone Trail,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1111,15N09S  ,BRSN2,8
snotel,373,10/1/1979,1/1/2100,41.75,-117.53,6930,Snow Water Equivalent,NV,Humboldt,Cabin Creek-Martin Creek,Buckskin Lower,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=373,17H02S  ,BKLN2,8
snotel,1152,7/27/2011,1/1/2100,39.16,-114.61,10578,Snow Water Equivalent,NV,White Pine,Bastian Creek,Cave Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1152,14K08S  ,CAVN2,8
snotel,417,10/1/1978,1/1/2100,40.28,-115.54,8445,Snow Water Equivalent,NV,Elko,Corral Creek,Corral Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=417,15J12S  ,COLN2,8
snotel,443,10/1/1983,1/1/2100,39.56,-115.84,8017,Snow Water Equivalent,NV,Eureka,Torre Creek-Slough Creek-Frontal Diamond Valley,Diamond Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=443,15K03S  ,DPKN2,8
snotel,445,10/1/1979,1/1/2100,41.97,-118.19,6260,Snow Water Equivalent,NV,Humboldt,Sage Creek,Disaster Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=445,18H01S  ,DSPN2,8
snotel,453,10/1/1978,1/1/2100,40.89,-115.21,7903,Snow Water Equivalent,NV,Elko,Lower Secret Creek,Dorsey Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=453,15J01S  ,DRBN2,8
snotel,454,10/1/1982,1/1/2100,41.66,-115.32,7332,Snow Water Equivalent,NV,Elko,Upper T Creek,Draw Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=454,15H24S  ,DRCN2,8
snotel,1243,7/8/2013,1/1/2100,40.86,-115.22,6555,Snow Water Equivalent,NV,Elko,Upper Secret Creek,Dry Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1243,15J03S  ,DRKN2,8
snotel,476,10/1/1979,1/1/2100,41.82,-116.1,7031,Snow Water Equivalent,NV,Elko,Fawn Creek-Owyhee River,Fawn Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=476,16H08S  ,FWCN2,8
snotel,1262,10/8/2014,1/1/2100,41.57,-115.94,6798,Snow Water Equivalent,NV,Elko,Headwaters North Fork Humboldt River,Fry Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1262,15H07S  ,FRYN2,8
snotel,1195,9/12/2011,1/1/2100,40.88,-117.59,6616,Snow Water Equivalent,NV,Humboldt,Pole Creek,Golconda,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1195,17J02S  ,GLCN2,8
snotel,498,10/1/1979,1/1/2100,41.67,-117.57,8503,Snow Water Equivalent,NV,Humboldt,Indian Creek,Granite Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=498,17H08S  ,GRPN2,8
snotel,503,10/1/1978,1/1/2100,40.38,-115.53,8185,Snow Water Equivalent,NV,Elko,Corral Creek,Green Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=503,15J09S  ,GRMN2,8
snotel,527,10/1/1979,1/1/2100,40.94,-115.1,8163,Snow Water Equivalent,NV,Elko,Winchell Creek-The Slough,Hole-in-Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=527,15J15S  ,HIMN2,8
snotel,548,10/1/1978,1/1/2100,41.55,-116.01,7377,Snow Water Equivalent,NV,Elko,Upper Harrington Creek,Jack Creek Upper,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=548,16H02S  ,JCUN2,8
snotel,549,10/1/1993,1/1/2100,41.51,-116.01,8424,Snow Water Equivalent,NV,Elko,Upper Harrington Creek,Jacks Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=549,16H04S  ,JAPN2,8
snotel,1150,7/29/2011,1/1/2100,39.56,-114.63,7775,Snow Water Equivalent,NV,White Pine,Lower Spring Valley Creek,Kalamazoo,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1150,14K10S  ,KALN2,8
snotel,569,10/1/1979,1/1/2100,41.52,-117.63,6395,Snow Water Equivalent,NV,Humboldt,Lamance Creek-Big Cottonwood Creek,Lamance Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=569,17H07S  ,LMCN2,8
snotel,570,10/1/1979,1/1/2100,40.64,-115.38,8051,Snow Water Equivalent,NV,Elko,Thomas Creek-Lamoille Creek,Lamoille #3,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=570,15J06S  ,LMLN2,8
snotel,573,10/1/1978,1/1/2100,41.78,-116.03,6682,Snow Water Equivalent,NV,Elko,Trail Creek,Laurel Draw,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=573,16H05S  ,LADN2,8
snotel,1112,6/2/2008,1/1/2100,36.31,-115.68,8626,Snow Water Equivalent,NV,Clark,Lee Canyon,Lee Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1112,15N10S  ,LCAN2,8
snotel,1006,8/21/2000,1/1/2100,40.36,-116.86,7370,Snow Water Equivalent,NV,Lander,Trout Creek,Lewis Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1006,16J01S  ,LWPN2,8
snotel,1242,7/8/2013,1/1/2100,39.25,-119.88,6493,Snow Water Equivalent,NV,Washoe,Franktown Creek-Frontal Washoe Lake,Little Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1242,19K03S  ,LTVN2,8
snotel,615,10/1/1978,1/1/2100,39.16,-119.9,7884,Snow Water Equivalent,NV,Carson City,Sand Harbor-Frontal Lake Tahoe,Marlette Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=615,19K04S  ,MRLN2,8
